bill_id,bill_type,bill_number,congress,title,status
hres170-114,hres,170,114,Recognizing the National Association of Letter Carriers' One Day Food Drive.,in_committee
hres622-114,hres,622,114,"Encouraging people in the United States to recognize March 2, 2016, as Read Across America Day.",in_committee
hres290-114,hres,290,114,Calling for the global repeal of blasphemy laws.,in_committee
hres349-114,hres,349,114,"Supporting the goals and ideals of Family, Career and Community Leaders of America.",in_committee
hres321-114,hres,321,114,"Providing for consideration of the Senate amendment to the bill (H.R. 2146) to amend the Internal Revenue Code of 1986 to allow Federal law enforcement officers, firefighters, and air traffic controllers to make penalty-free withdrawals from governmental plans after age 50, and for other purposes.",passed
hres894-114,hres,894,114,"Expressing support for designation of October 2016 as ""National Principals Month"".",in_committee
hres12-114,hres,12,114,Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to ensure the continuation of its 6-day mail delivery service.,in_committee
hres234-114,hres,234,114,Expressing the sense of the House of Representatives that telephone service must be improved in rural areas of the United States and that no entity may unreasonably discriminate against telephone users in those areas.,in_committee
hres354-114,hres,354,114,Expressing the sense of the House of Representatives regarding the safety and security of Jewish communities in Europe.,passed
hres566-114,hres,566,114,"Providing for consideration of the Senate amendment to the bill (H.R. 2029) making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes; providing for proceedings during the period from December 19, 2015, through January 4, 2016; and for other purposes.",passed
hres295-114,hres,295,114,"Supporting local law enforcement agencies in their continued work to serve our communities, and supporting their use of body worn cameras to promote transparency to protect both citizens and officers alike.",passed
hres212-114,hres,212,114,"Providing for consideration of the bill (H.R. 1560) to improve cybersecurity in the United States through enhanced sharing of information about cybersecurity threats, and for other purposes, and providing for consideration of the bill (H.R. 1731) to amend the Homeland Security Act of 2002 to enhance multi-directional sharing of information related to cybersecurity risks and strengthen privacy and civil liberties protections, and for other purposes.",passed
hres49-114,hres,49,114,"Honoring the victims of the Holocaust, commending countries and organizations for marking the 70th anniversary of the liberation of Auschwitz, and expressing the commitment of the House of Representatives to strengthen the fight against anti-Semitism, bigotry, and intolerance.",in_committee
hres567-114,hres,567,114,"Expressing opposition to the European Commission interpretive notice regarding labeling Israeli products and goods manufactured in the West Bank and other areas, as such actions undermine efforts to achieve a negotiated Israeli-Palestinian peace process.",in_committee
hres411-114,hres,411,114,Finding that the President has not complied with section 2 of the Iran Nuclear Agreement Review Act of 2015.,passed
hres268-114,hres,268,114,Supporting the designation of July 2015 as Uterine Fibroids Awareness Month.,in_committee
hres293-114,hres,293,114,Expressing concern over anti-Israel and anti-Semitic incitement within the Palestinian Authority.,passed
hres241-114,hres,241,114,"Expressing support for designation of April 2015 as ""Alcohol Responsibility Month"" and supporting the goals and ideals of responsible decisions regarding alcohol.",in_committee
hjres90-114,hjres,90,114,To provide limitations on the transfer of certain United States munitions from the United States to Saudi Arabia.,in_committee
hjres63-114,hjres,63,114,"Providing for the approval of the Congress of the proposed Agreement for Cooperation Between the Government of the United States of America and the Government of the Republic of Korea Concerning Peaceful Uses of Nuclear Energy transmitted on June 16, 2015.",in_committee
hjres35-114,hjres,35,114,"Making further continuing appropriations for fiscal year 2015, and for other purposes.",out_of_committee
hjres59-114,hjres,59,114,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Army Corps of Engineers and the Environmental Protection Agency relating to the definition of ""waters of the United States"" under the Clean Water Act.",in_committee
hjres29-114,hjres,29,114,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",in_committee
hjres62-114,hjres,62,114,"To authorize the use of the Armed Forces of the United States against Iran if Iran commits a serious violation of its commitments or obligations under the Joint Comprehensive Plan of Action, and for other purposes.",in_committee
hjres51-114,hjres,51,114,Removing the deadline for the ratification of the equal rights amendment.,in_committee
hjres52-114,hjres,52,114,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,in_committee
hjres87-114,hjres,87,114,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of Labor relating to ""Interpretation of the 'Advice' Exemption in Section 203(c) of the Labor-Management Reporting and Disclosure Act"".",out_of_committee
s2930-113,s,2930,113,Clay Hunt SAV Act,in_committee
s1635-113,s,1635,113,Extend Not Cut SNAP Benefits Act,in_committee
s1873-113,s,1873,113,Protect Student Borrowers Act of 2013,in_committee
s1987-113,s,1987,113,"A bill to authorize the Secretary of Veterans Affairs to enter into enhanced-use leases for certain buildings of the Department of Veterans Affairs at the West Los Angeles Medical Center, California, and for other purposes.",in_committee
s1389-113,s,1389,113,"A bill to direct the Secretary of the Interior to study the suitability and feasibility of designating the Prison Ship Martyrs' Monument in Fort Greene Park, in the New York City borough of Brooklyn, as a unit of the National Park System.",in_committee
s2924-113,s,2924,113,"A bill to amend title 46, United States Code, to exempt old vessels that only operate within inland waterways from the fire-retardant materials requirement if the owners of such vessels make annual structural alterations to at least 10 percent of the areas of the vessels that are not constructed of fire-retardant materials.",in_committee
s1090-113,s,1090,113,Higher Education and Skills Obtainment Act,in_committee
s1079-113,s,1079,113,Artificial Reef Promotion Act of 2013,in_committee
s2546-113,s,2546,113,Auto Enroll Repeal Act,in_committee
s2630-113,s,2630,113,"A bill to amend the Endangered Species Act of 1973 to require disclosure to States of the basis of determinations under such Act, to ensure use of information provided by State, tribal, and county governments in decisionmaking under such Act, and for other purposes.",in_committee
s1007-113,s,1007,113,Biomass Thermal Utilization Act of 2013,in_committee
s1498-113,s,1498,113,Small Business Tax Fairness Act,in_committee
s2775-113,s,2775,113,A bill to amend the Internal Revenue Code of 1986 to exempt aircraft management services from the ticket tax.,in_committee
s784-113,s,784,113,Agricultural Opportunities for Military Veterans Act,in_committee
s1313-113,s,1313,113,"United Nations Transparency, Accountability, and Reform Act of 2013",in_committee
s2842-113,s,2842,113,Caregiver Corps Act of 2014,in_committee
s2987-113,s,2987,113,Fort Frederica National Monument Boundary Expansion Act of 2014,in_committee
s2944-113,s,2944,113,No Social Security for Nazis Act,in_committee
s2980-113,s,2980,113,Ensuring Equal Access to Treatments Act of 2014,in_committee
s1666-113,s,1666,113,Healthcare Privacy and Anti-Fraud Act,in_committee
